BattleId,winning,t1p1,t1p2,t1p3,t1p4,t1p5,t2p1,t2p2,t2p3,t2p4,t2p5
672843762888706791,2,Estes,Fanny,Lapu-Lapu,Melissa,Pharsa,Brody,Gloo,Khufra,Yi Sun-shin,Yve
672778032709207744,2,Beatrix,Granger,Khufra,Paquito,Valentina,Diggie,Edith,Melissa,Yi Sun-shin,Yve
672700886506635689,2,Hayabusa,Kagura,Kaja,Khaleed,Lesley,Atlas,Edith,Melissa,Pharsa,Yi Sun-shin
672607634176703446,2,Beatrix,Esmeralda,Faramis,Johnson,Roger,Brody,Gloo,Grock,Yi Sun-shin,Yve
672482156707149028,2,Aamon,Brody,Chou,Faramis,Yu Zhong,Kaja,Lapu-Lapu,Moskov,Yi Sun-shin,Yve
672390626659102835,2,Faramis,Julian,Lesley,Terizla,Valentina,Kaja,Lapu-Lapu,Wanwan,Yi Sun-shin,Yve
672269611660569415,2,Claude,Khufra,Lancelot,Minsitthar,Valentina,Brody,Diggie,Faramis,Yi Sun-shin,Yu Zhong
672156503696828166,2,Claude,Khufra,Lancelot,Lancelot,Valentina,Brody,Gloo,Kaja,Yi Sun-shin,Yve
228796126471479367,2,Claude,Franco,Karina,Martis,Pharsa,Kaja,Lapu-Lapu,Valentina,Wanwan,Yi Sun-shin
228605610312162432,2,Bruno,Cecilion,Khufra,Minsitthar,Wanwan,Diggie,Irithel,Lapu-Lapu,Pharsa,Yi Sun-shin
228297738466449203,2,Akai,Claude,Grock,Martis,Valentina,Beatrix,Gloo,Khufra,Pharsa,Yi Sun-shin
228016542662611723,2,Claude,Khufra,Lapu-Lapu,Martis,Xavier,Brody,Gloo,Kaja,Yi Sun-shin,Yve
227604681068727741,2,Claude,Fredrinn,Khufra,Pharsa,Terizla,Brody,Gloo,Kaja,Valentina,Yi Sun-shin
227292432651340343,2,Claude,Khufra,Lancelot,Yu Zhong,Yve,Kaja,Lapu-Lapu,Melissa,Valentina,Yi Sun-shin
226776607079089427,2,Brody,Hayabusa,Khufra,Terizla,Yve,Claude,Gloo,Kaja,Valentina,Yi Sun-shin
226061267391037168,2,Beatrix,Edith,Fanny,Lolita,Odette,Khufra,Melissa,Pharsa,Yi Sun-shin,Yu Zhong
225433957352684092,2,Chou,Claude,Fanny,Terizla,Valentina,Brody,Gloo,Kaja,Yi Sun-shin,Yve
224790214769456605,2,Beatrix,Kaja,Lancelot,Lapu-Lapu,Pharsa,Arlott,Brody,Khufra,Valentina,Yi Sun-shin
223831921666371557,2,Brody,Khufra,Lapu-Lapu,Yi Sun-shin,Yve,Beatrix,Diggie,Faramis,Martis,Minsitthar
627825689513067920,2,Arlott,Franco,Kimmy,Ling,Miya,Aldous,Brody,Joy,Khufra,Pharsa
626663896564530643,2,Bane,Brody,Kadita,Lancelot,Rafaela,Chou,Claude,Kimmy,Natalia,Pharsa
625762447353608151,2,Beatrix,Edith,Franco,Lancelot,Lunox,Cecilion,Chou,Claude,Lolita,Minsitthar
624820642629972308,2,Cecilion,Fredrinn,Khufra,Lancelot,Melissa,Brody,Jawhead,Martis,Minsitthar,Xavier
669333009375833220,2,Alice,Change,Clint,Floryn,Hanzo,Bane,Cyclops,Edith,Johnson,Melissa
617391805201786812,2,Claude,Fanny,Franco,Freya,Valentina,Bane,Khufra,Lapu-Lapu,Melissa,Pharsa
668093675087732751,2,Franco,Hanabi,Ling,Minsitthar,Vale,Alice,Brody,Khufra,Valentina,Yi Sun-shin
667524355697810041,2,Alice,Bane,Claude,Kaja,Xavier,Beatrix,Gloo,Hayabusa,Kadita,Pharsa
667009036931700068,2,Chou,Harley,Minsitthar,Moskov,Sun,Beatrix,Fredrinn,Natalia,Xavier,Yin
663834484869297504,2,Guinevere,Gusion,Karrie,Natalia,Valentina,Bane,Faramis,Grock,Kadita,Miya
663316168216014870,2,Akai,Alice,Claude,Gloo,Xavier,Bane,Benedetta,Khufra,Miya,Pharsa
610732509948930495,2,Edith,Khufra,Lancelot,Miya,Pharsa,Atlas,Badang,Bane,Lylia,Wanwan
610365466338780685,2,Aamon,Belerick,Lesley,Yin,Yve,Badang,Faramis,Martis,Minsitthar,Miya
219801588779831241,2,Aamon,Chou,Karrie,Martis,Yve,Claude,Diggie,Lunox,Minsitthar,Yin
287268653052291410,2,Brody,Franco,Lancelot,Lunox,Yin,Beatrix,Fanny,Guinevere,Lolita,Valentina
286950189817226642,2,Argus,Chou,Melissa,Pharsa,Yi Sun-shin,Diggie,Fredrinn,Kagura,Minsitthar,Natan
285043593704985729,2,Beatrix,Chou,Granger,Minsitthar,Xavier,Bane,Brody,Franco,Lunox,Terizla
718853368118319122,2,Beatrix,Gloo,Hayabusa,Martis,Pharsa,Fanny,Khufra,Lunox,Melissa,Terizla
590901825604484038,2,Brody,Edith,Franco,Hayabusa,Kagura,Atlas,Bane,Freya,Hanabi,Selena
266258746782046333,2,Beatrix,Kadita,Leomord,Lolita,Minsitthar,Claude,Kaja,Lancelot,Lapu-Lapu,Yve
634607472938696824,2,Diggie,Faramis,Kaja,Lesley,Minsitthar,Akai,Hanabi,Khufra,Lapu-Lapu,Xavier
288123995789789137,2,Change,Hanabi,Karina,Selena,X.Borg,Chou,Kaja,Layla,Ling,Valentina
282216410008049389,2,Clint,Faramis,Grock,Hayabusa,Mathilda,Aamon,Diggie,Lapu-Lapu,Lesley,Pharsa
281621703066440099,2,Esmeralda,Natan,Roger,Selena,Yve,Dyrroth,Faramis,Kaja,Lancelot,Lesley
281139262274981224,2,Julian,Khufra,Lesley,Minsitthar,Yve,Diggie,Faramis,Hanabi,Lancelot,Terizla
280430352152971112,2,Barats,Estes,Freya,Pharsa,Wanwan,Esmeralda,Faramis,Lancelot,Lesley,Yve
654534841291806422,2,Cecilion,Gloo,Khufra,Lancelot,Lesley,Clint,Faramis,Johnson,Lapu-Lapu,Yi Sun-shin
654185372687831628,2,Badang,Gloo,Harley,Lesley,Martis,Diggie,Hanabi,Khaleed,Lancelot,Valentina
653492130606516525,2,Diggie,Lancelot,Lapu-Lapu,Lesley,Valentina,Grock,Kaja,Martis,Wanwan,Xavier
653197581749355802,2,Aldous,Gloo,Kadita,Lesley,Xavier,Diggie,Hanabi,Lancelot,Valentina,Yu Zhong
652920702387650848,2,Arlott,Bane,Estes,Fredrinn,Moskov,Diggie,Joy,Lapu-Lapu,Melissa,Pharsa
652577156543577069,2,Beatrix,Fredrinn,Khufra,Paquito,Valentina,Diggie,Hanzo,Joy,Lesley,Lylia
652077243825157061,2,Kaja,Ling,Moskov,Terizla,Valentina,Faramis,Khaleed,Lesley,Luo Yi,Yi Sun-shin
597044333212841641,2,Chou,Claude,Fanny,Khufra,Xavier,Cyclops,Franco,Gloo,Hanabi,Hayabusa
596388908318568840,2,Benedetta,Fredrinn,Lolita,Valentina,Wanwan,Diggie,Gloo,Helcurt,Lesley,Pharsa
251662777168407809,2,Diggie,Faramis,Julian,Moskov,Uranus,Franco,Gloo,Lesley,Yi Sun-shin,Yve
251107510911478010,2,Chou,Faramis,Franco,Lancelot,Moskov,Bane,Diggie,Helcurt,Lesley,Valentina
250254238348714544,2,Faramis,Kaja,Lapu-Lapu,Lesley,Ling,Diggie,Hanabi,Lancelot,Terizla,Valentina
249945984250912648,2,Esmeralda,Hayabusa,Johnson,Lesley,Valentina,Diggie,Faramis,Hanabi,Lancelot,Yu Zhong
249409723224267409,2,Clint,Gloo,Hayabusa,Kaja,Pharsa,Benedetta,Diggie,Kagura,Lancelot,Lesley
587705107216291748,2,Chou,Franco,Pharsa,Wanwan,Yin,Hayabusa,Kagura,Khufra,Lesley,Terizla
239662853291725433,2,Aldous,Edith,Hayabusa,Moskov,Xavier,Badang,Karrie,Khufra,Lancelot,Lunox
238731377964436565,2,Beatrix,Hanabi,Ling,Minotaur,Valir,Clint,Freya,Harley,Lancelot,Natalia
700044838746139004,2,Aldous,Beatrix,Franco,Fredrinn,Lylia,Alice,Bruno,Chou,Martis,Pharsa
576990628396575340,2,Beatrix,Edith,Franco,Lancelot,Valir,Clint,Jawhead,Khufra,Kimmy,X.Borg
224761352589057300,2,Belerick,Cecilion,Dyrroth,Hanabi,Saber,Brody,Edith,Hylos,Julian,Martis
647261026413090717,2,Aamon,Franco,Gord,Hanabi,Thamuz,Akai,Benedetta,Melissa,Selena,Valir
222822299408961737,2,Bruno,Freya,Lylia,Tigreal,Zilong,Aldous,Alucard,Beatrix,Franco,Kadita
644204555886559106,2,Aurora,Belerick,Lesley,Minotaur,Thamuz,Aamon,Estes,Lylia,Melissa,Yu Zhong
218398453029304853,2,Brody,Cecilion,Franco,Saber,X.Borg,Aamon,Claude,Lylia,Ruby,Selena
642527847898837931,2,Aamon,Angela,Freya,Pharsa,Wanwan,Arlott,Atlas,Cecilion,Harley,Moskov
641765486908829262,2,Balmond,Gatotkaca,Moskov,Selena,Valir,Aamon,Beatrix,Fanny,Hylos,Vexana
641112754959051172,2,Aamon,Chou,Hanabi,Lylia,Natalia,Bane,Harley,Hilda,Melissa,Yu Zhong
640437379941688477,2,Clint,Karina,Minotaur,Pharsa,Wanwan,Aamon,Brody,Franco,Thamuz,Xavier
634005636351140170,2,Khufra,Lylia,Moskov,Phoveus,Thamuz,Franco,Harith,Julian,Natan,Yin
633625299817209200,2,Beatrix,Esmeralda,Johnson,Vexana,Zilong,Arlott,Lancelot,Lylia,Natan,Yin
633076858263312421,2,Aamon,Argus,Kagura,Melissa,Minsitthar,Badang,Granger,Hilda,Lylia,Yin
678520644501902008,2,Badang,Clint,Kadita,Kagura,Roger,Cecilion,Edith,Popol and Kupa,Saber,Yin
274419549717007688,2,Akai,Beatrix,Chou,Lylia,Minsitthar,Brody,Change,Diggie,Lancelot,Lapu-Lapu
270062026222334234,2,Edith,Eudora,Martis,Natan,Selena,Gloo,Melissa,Minotaur,Xavier,Yin
640798921698970683,2,Alpha,Atlas,Claude,Eudora,Granger,Chou,Fanny,Khufra,Melissa,Xavier
288225966903330920,2,Akai,Claude,Hayabusa,Martis,Valentina,Alpha,Franco,Freya,Melissa,Xavier
287312105236923104,2,Fanny,Franco,Hanabi,Lapu-Lapu,Xavier,Brody,Joy,Khufra,Ling,Pharsa
713641932111198745,2,Benedetta,Cecilion,Julian,Khufra,Wanwan,Alpha,Brody,Freya,Kaja,Xavier
705384011376058625,2,Alpha,Fanny,Irithel,Pharsa,Valir,Aurora,Brody,Khufra,Lapu-Lapu,Martis
704722174095612536,2,Atlas,Lapu-Lapu,Wanwan,Xavier,Yve,Alpha,Brody,Hilda,Kadita,Martis
704147520356308142,2,Esmeralda,Franco,Ling,Wanwan,Xavier,Claude,Lancelot,Lolita,Phoveus,Valentina
703442046208134509,2,Clint,Estes,Masha,Natan,Xavier,Alpha,Claude,Minsitthar,Pharsa,Saber
228718181404824054,2,Akai,Alpha,Brody,Cecilion,Minsitthar,Faramis,Grock,Hayabusa,Kaja,Wanwan
228516038769036325,2,Brody,Chou,Hanzo,Minsitthar,Vale,Alpha,Diggie,Grock,Moskov,Yve
228270860560942648,2,Alpha,Bane,Diggie,Lesley,Xavier,Hayabusa,Khufra,Melissa,Phoveus,Valentina
578365765255610572,2,Alpha,Edith,Karrie,Lancelot,Pharsa,Fredrinn,Gusion,Johnson,Valentina,Wanwan
695423917792082136,2,Claude,Franco,Lancelot,Minsitthar,Pharsa,Alpha,Alucard,Hanabi,Kaja,Valentina
695116230629962631,2,Alpha,Khufra,Luo Yi,Martis,Wanwan,Dyrroth,Fanny,Kaja,Melissa,Xavier
694810527742734046,2,Clint,Diggie,Fanny,Lunox,Paquito,Atlas,Beatrix,Hilda,Khufra,Xavier
693993582013359208,2,Arlott,Ling,Moskov,Nana,Selena,Alpha,Beatrix,Hilda,Joy,Valentina
648158764772270140,2,Claude,Cyclops,Edith,Estes,Gusion,Faramis,Floryn,Gloo,Lesley,Yi Sun-shin
647768902000876627,2,Claude,Franco,Paquito,Pharsa,Roger,Alpha,Chou,Hayabusa,Melissa,Vale
647061117160297947,2,Alpha,Fredrinn,Khufra,Miya,Xavier,Cyclops,Franco,Lesley,Minsitthar,Pharsa
251438515449254014,2,Angela,Fredrinn,Grock,Natan,Valentina,Kaja,Martis,Moskov,Xavier,Yu Zhong
251020181339655124,2,Badang,Hayabusa,Minsitthar,Wanwan,Xavier,Angela,Brody,Ling,Lunox,Yu Zhong
250377383649232273,2,Brody,Franco,Hayabusa,Lapu-Lapu,Valentina,Angela,Benedetta,Joy,Kagura,Natan
249718827723800601,2,Angela,Arlott,Claude,Paquito,Pharsa,Franco,Gloo,Ling,Melissa,Valentina
248970403902667424,2,Chou,Edith,Hayabusa,Melissa,Xavier,Angela,Lancelot,Natan,Pharsa,Yu Zhong
676383146651089227,2,Angela,Claude,Kaja,Pharsa,Yi Sun-shin,Beatrix,Edith,Hayabusa,Khufra,Valentina
675912624393876719,2,Beatrix,Lancelot,Lapu-Lapu,Lolita,Yve,Aamon,Angela,Claude,Edith,Lunox
675246049764503372,2,Angela,Hayabusa,Lapu-Lapu,Melissa,Valentina,Badang,Hanabi,Hilda,Pharsa,Yi Sun-shin
674701671249668889,2,Claude,Grock,Khufra,Martis,Xavier,Angela,Gusion,Karrie,Minsitthar,Valir
713015103107213547,2,Angela,Beatrix,Freya,Hayabusa,Pharsa,Claude,Kaja,Lancelot,Lapu-Lapu,Vale
712330339291341827,2,Aldous,Kaja,Lesley,Pharsa,Yin,Angela,Chou,Kagura,Lancelot,Melissa
711507410672524928,2,Aldous,Alucard,Khufra,Lesley,Lunox,Angela,Brody,Hayabusa,Minsitthar,Pharsa
628199789752850713,2,Angela,Brody,Grock,Ling,Lunox,Akai,Beatrix,Esmeralda,Pharsa,Selena
678645224321342944,2,Alucard,Bane,Brody,Cecilion,Franco,Angela,Claude,Hayabusa,Joy,Lylia
678067538335127680,2,Dyrroth,Franco,Lancelot,Lunox,Wanwan,Angela,Beatrix,Joy,Martis,Vale
677056880990769225,2,Atlas,Claude,Gloo,Ling,Xavier,Angela,Beatrix,Hayabusa,Pharsa,Yu Zhong
676241820752038520,2,Beatrix,Estes,Franco,Hanzo,Terizla,Angela,Arlott,Ling,Melissa,Xavier
659308512755566747,2,Akai,Joy,Khufra,Moskov,Pharsa,Angela,Brody,Fredrinn,Ling,Valentina
658528288996573772,2,Aamon,Cecilion,Edith,Esmeralda,Melissa,Angela,Joy,Lesley,Ling,Lunox
657983476690042350,2,Gusion,Hayabusa,Khufra,Martis,Wanwan,Lapu-Lapu,Ling,Lolita,Melissa,Pharsa
586492831222156242,2,Belerick,Hayabusa,Lancelot,Miya,Xavier,Brody,Franco,Gatotkaca,Kimmy,Vale
700730066418479416,2,Belerick,Chou,Jawhead,Kagura,Popol and Kupa,Atlas,Martis,Moskov,Paquito,Zhask
700261030219951101,2,Esmeralda,Faramis,Fredrinn,Moskov,Saber,Belerick,Brody,Jawhead,Pharsa,X.Borg
699855065616164667,2,Atlas,Brody,Lancelot,Luo Yi,Paquito,Belerick,Gloo,Natan,Saber,Zhask
582500212443914935,2,Belerick,Claude,Eudora,Jawhead,Martis,Diggie,Edith,Gusion,Lesley,Zhask
581989931674442851,2,Alucard,Belerick,Bruno,Estes,Kadita,Aurora,Claude,Edith,Floryn,Roger
231478183223825485,2,Cyclops,Edith,Julian,Natalia,Terizla,Belerick,Diggie,Lesley,Luo Yi,Martis
579773518096298284,2,Cecilion,Joy,Lolita,Popol and Kupa,Sun,Balmond,Belerick,Guinevere,Lunox,Moskov
640376653399090215,2,Aulus,Beatrix,Belerick,Gloo,Kadita,Atlas,Brody,Cecilion,Karina,Minsitthar
685395409674067776,2,Brody,Chou,Dyrroth,Helcurt,Xavier,Beatrix,Belerick,Cyclops,Kadita,Minsitthar
284503999784049163,2,Brody,Cyclops,Lapu-Lapu,Martis,Minsitthar,Belerick,Cecilion,Melissa,Paquito,Saber
634564613459814177,2,Hylos,Karrie,Roger,Vexana,Zilong,Atlas,Kadita,Lapu-Lapu,Martis,Moskov
630287242644815206,2,Beatrix,Franco,Martis,Valir,Yu Zhong,Belerick,Brody,Kimmy,Minsitthar,Vale
629797242710915205,2,Brody,Guinevere,Harley,Minsitthar,Tigreal,Belerick,Cecilion,Irithel,Kimmy,Nana
675430132064580407,2,Atlas,Brody,Kadita,Lancelot,Wanwan,Belerick,Fredrinn,Hilda,Kagura,Kimmy
669646206981215790,2,Aurora,Gatotkaca,Hayabusa,Natan,X.Borg,Beatrix,Belerick,Cyclops,Faramis,Zilong
622790222610797011,2,Badang,Belerick,Claude,Selena,Vexana,Aulus,Cyclops,Diggie,Lesley,Martis
261523974835243472,2,Alice,Alucard,Belerick,Layla,Nana,Brody,Cecilion,Lancelot,Minsitthar,Sun
242920882338331841,2,Belerick,Cecilion,Gatotkaca,Hanabi,Terizla,Clint,Edith,Faramis,Minotaur,Roger
605065257652376977,2,Argus,Clint,Tigreal,Vexana,Yi Sun-shin,Belerick,Benedetta,Kimmy,Lesley,Saber
645329996231903196,2,Beatrix,Grock,Hanzo,Kadita,Valentina,Brody,Franco,Martis,Paquito,Pharsa
604062640486574204,2,Belerick,Claude,Granger,Lylia,Minsitthar,Bane,Beatrix,Chou,Selena,Valentina
603703581220627411,2,Beatrix,Hanzo,Minsitthar,Selena,Vexana,Aamon,Irithel,Natalia,Paquito,Vale
653134145081918661,2,Fanny,Franco,Harith,Harley,Paquito,Claude,Johnson,Kadita,Terizla,Yi Sun-shin
281669823879528482,2,Alucard,Estes,Moskov,Terizla,Valentina,Angela,Beatrix,Kagura,Martis,Paquito
586695046871962190,2,Barats,Cecilion,Lesley,Paquito,Saber,Badang,Bane,Brody,Hanzo,Ruby
644082428491073126,2,Cecilion,Fredrinn,Khufra,Lapu-Lapu,Melissa,Baxia,Clint,Franco,Nana,Paquito
643445965877412003,2,Badang,Clint,Kagura,Paquito,Rafaela,Alice,Atlas,Beatrix,Freya,Xavier
696501250208297840,2,Brody,Minsitthar,Natalia,Paquito,Yve,Edith,Granger,Hanabi,Kadita,Kaja
693739547582259213,2,Aulus,Brody,Khaleed,Kimmy,Natalia,Claude,Gusion,Khufra,Paquito,Vale
236379453872654826,2,Benedetta,Fanny,Floryn,Moskov,Pharsa,Aamon,Beatrix,Kagura,Khufra,Paquito
683746571728683577,2,Angela,Fanny,Hanabi,Lylia,Paquito,Gloo,Lesley,Minsitthar,Saber,Valentina
683056344714410969,2,Brody,Chou,Gord,Paquito,Yin,Argus,Cyclops,Franco,Hanabi,Lancelot
682477172669511301,2,Alucard,Beatrix,Faramis,Floryn,Terizla,Brody,Edith,Fanny,Joy,Lylia
224762185812242754,2,Faramis,Gloo,Khufra,Kimmy,Natan,Diggie,Fredrinn,Melissa,Valentina,Yin
280515293720524549,2,Atlas,Beatrix,Chou,Fanny,Kadita,Hanabi,Khufra,Martis,Paquito,Xavier
279309812364652173,2,Badang,Dyrroth,Franco,Gusion,Layla,Bruno,Hilda,Ling,Paquito,Xavier
278066114389780302,2,Claude,Diggie,Joy,Lancelot,Xavier,Bruno,Franco,Paquito,Pharsa,Yu Zhong
609674917201747511,2,Atlas,Beatrix,Jawhead,Nana,Paquito,Brody,Kaja,Lapu-Lapu,Martis,Vale
255419743976189923,2,Grock,Hanabi,Karrie,Khufra,Lunox,Hayabusa,Mathilda,Melissa,Minsitthar,Xavier
254637819410148348,2,Granger,Mathilda,Pharsa,Sun,Wanwan,Beatrix,Fanny,Kaja,Lapu-Lapu,Valentina
253682111877375810,2,Cecilion,Julian,Khufra,Martis,Melissa,Brody,Faramis,Franco,Lancelot,Lapu-Lapu
252478026385875249,2,Freya,Hanzo,Martis,Valentina,Wanwan,Gloo,Harley,Ling,Mathilda,Melissa
251227623967054425,2,Cecilion,Lesley,Minsitthar,Paquito,Yi Sun-shin,Aamon,Bane,Kagura,Mathilda,Wanwan
628253021579588307,2,Claude,Lapu-Lapu,Martis,Minsitthar,Valentina,Alice,Beatrix,Helcurt,Kagura,Mathilda
627626884067306821,2,Beatrix,Julian,Lapu-Lapu,Mathilda,Xavier,Aamon,Khaleed,Khufra,Lesley,Odette
220669154994233093,2,Lapu-Lapu,Ling,Mathilda,Melissa,Xavier,Gloo,Hanzo,Kaja,Lesley,Lunox
219671794868623903,2,Brody,Fredrinn,Jawhead,Khufra,Valentina,Chou,Granger,Mathilda,Melissa,Yve
218601330104669427,2,Kadita,Kaja,Karrie,Lapu-Lapu,Martis,Helcurt,Mathilda,Minsitthar,Pharsa,Wanwan
217623980231692326,2,Beatrix,Gloo,Lancelot,Lolita,Lunox,Aamon,Mathilda,Paquito,Vale,Wanwan
216558549169408667,2,Edith,Hanzo,Harley,Thamuz,Wanwan,Argus,Claude,Joy,Lylia,Minsitthar
658451602357667579,2,Freya,Leomord,Mathilda,Melissa,Valentina,Johnson,Julian,Lapu-Lapu,Moskov,Pharsa
267075855720660577,2,Edith,Khufra,Martis,Melissa,Pharsa,Chou,Claude,Gloo,Ling,Lylia
266892464912086494,2,Khufra,Martis,Moskov,Saber,Valentina,Benedetta,Franco,Ling,Melissa,Pharsa
266693066760399898,2,Julian,Kadita,Terizla,Wanwan,Xavier,Gloo,Irithel,Khufra,Ling,Pharsa
279715910112915944,2,Alice,Bruno,Julian,Natalia,Vexana,Bane,Harith,Kaja,Moskov,Roger
278883536861014907,2,Alice,Alucard,Khufra,Layla,Vexana,Bane,Brody,Johnson,Karina,Pharsa
680244378086548507,2,Alice,Cyclops,Khufra,Lesley,Martis,Fredrinn,Harley,Kaja,Moskov,Terizla
221644103979850984,2,Brody,Minsitthar,Sun,Xavier,Yu Zhong,Alice,Chou,Claude,Franco,Hanzo
220492859470992666,2,Alucard,Kaja,Lesley,Terizla,Xavier,Alice,Brody,Diggie,Hayabusa,Yu Zhong
219722149064560594,2,Franco,Hilda,Martis,Miya,Vale,Alice,Brody,Estes,Hayabusa,Kadita
277048473428599215,2,Claude,Franco,Ling,Minsitthar,Valentina,Alice,Edith,Kadita,Melissa,Roger
275775827374152811,2,Franco,Gloo,Ling,Lunox,Wanwan,Alice,Brody,Kadita,Khufra,Yi Sun-shin
274676861207222068,2,Beatrix,Fanny,Franco,Nana,Terizla,Alice,Brody,Kadita,Tigreal,Yi Sun-shin
273677791684629128,2,Aamon,Aurora,Claude,Dyrroth,Floryn,Alice,Brody,Edith,Kadita,Yi Sun-shin
664478150142889346,2,Aamon,Alice,Franco,Gord,Karrie,Guinevere,Hayabusa,Minotaur,Wanwan,Yve
663719972451027024,2,Brody,Franco,Saber,Vexana,Yu Zhong,Alice,Kagura,Khufra,Martis,Moskov
591000051506347348,2,Edith,Irithel,Martis,Pharsa,Yu Zhong,Alice,Franco,Gusion,Hayabusa,Melissa
590489113606879384,2,Brody,Franco,Kadita,Martis,Paquito,Alice,Fredrinn,Karrie,Tigreal,Yve
707671506662275722,2,Claude,Martis,Minsitthar,Pharsa,Terizla,Fanny,Franco,Irithel,Kagura,Yu Zhong
706776242204259370,2,Alice,Beatrix,Johnson,Kadita,Martis,Kaja,Lancelot,Lapu-Lapu,Pharsa,Wanwan
705952742354791948,2,Gusion,Hilda,Kagura,Moskov,X.Borg,Alice,Beatrix,Franco,Martis,Xavier
705128009849710432,2,Brody,Cyclops,Helcurt,Khufra,Terizla,Alice,Beatrix,Lolita,Martis,Xavier
628529278169167879,2,Beatrix,Benedetta,Edith,Grock,Harley,Barats,Hilda,Kadita,Moskov,Valentina
710383194393046456,2,Aldous,Benedetta,Brody,Gloo,Pharsa,Badang,Kaja,Lunox,Martis,Wanwan
710158687862548634,2,Beatrix,Gloo,Johnson,Lancelot,Pharsa,Benedetta,Carmilla,Cecilion,Franco,Lesley
709842342046360221,2,Brody,Julian,Kaja,Terizla,Valentina,Benedetta,Franco,Kadita,Lapu-Lapu,Lesley
709542029343088088,2,Brody,Franco,Hayabusa,Pharsa,Terizla,Benedetta,Gloo,Julian,Lesley,Lolita
709168118080231606,2,Aldous,Change,Claude,Estes,Yi Sun-shin,Alice,Benedetta,Dyrroth,Gloo,Wanwan
708792398636143638,2,Franco,Jawhead,Lunox,Phoveus,Yu Zhong,Benedetta,Brody,Gloo,Hylos,Pharsa
707259683721987299,2,Arlott,Brody,Franco,Lancelot,Valentina,Beatrix,Hanzo,Kaja,Lapu-Lapu,Pharsa
585588332584689454,2,Aamon,Harley,Khufra,Miya,Zilong,Brody,Kaja,Lapu-Lapu,Ling,Pharsa
585512749750213500,2,Angela,Arlott,Beatrix,Ling,Pharsa,Cecilion,Chou,Franco,Hayabusa,Lesley
585396124208256312,2,Brody,Freya,Kaja,Lancelot,Valentina,Esmeralda,Faramis,Fredrinn,Khufra,Wanwan
585254012330364318,2,Atlas,Brody,Chou,Hayabusa,Pharsa,Grock,Kaja,Ling,Lunox,Moskov
585155253852358888,2,Arlott,Beatrix,Edith,Lancelot,Pharsa,Brody,Fanny,Khufra,Minsitthar,Yve
585066734576387340,2,Clint,Gloo,Helcurt,Lunox,Selena,Beatrix,Grock,Khufra,Valentina,Yi Sun-shin
694272153592441534,2,Brody,Gloo,Hanzo,Khufra,Pharsa,Edith,Kadita,Martis,Melissa,Yve
694059621430765125,2,Beatrix,Edith,Kaja,Ling,Pharsa,Brody,Hanzo,Lapu-Lapu,Lolita,Valentina
583159184981399971,2,Angela,Fanny,Minsitthar,Wanwan,Xavier,Brody,Diggie,Fredrinn,Lapu-Lapu,Valentina
692819157566264103,2,Aldous,Franco,Joy,Kadita,Lesley,Brody,Chou,Kaja,Martis,Pharsa
692273082539347168,2,Alice,Brody,Chou,Franco,Martis,Kaja,Karrie,Lancelot,Thamuz,Valentina
691817983509694506,2,Chou,Minsitthar,Wanwan,Xavier,Yi Sun-shin,Alice,Brody,Kaja,Lapu-Lapu,Martis
577938055232645613,2,Brody,Grock,Khufra,Ling,Lunox,Fredrinn,Kaja,Lapu-Lapu,Valentina,Wanwan
249797155044348214,2,Hanzo,Khufra,Lapu-Lapu,Melissa,Pharsa,Brody,Lolita,Minsitthar,Xavier,Yin
249140858271714393,2,Freya,Khaleed,Minsitthar,Wanwan,Xavier,Brody,Khufra,Lapu-Lapu,Valentina,Yin
230120990738321334,2,Arlott,Brody,Julian,Kaja,Xavier,Atlas,Harley,Melissa,Paquito,Zhask
230001985784482397,2,Atlas,Badang,Brody,Hanzo,Yve,Esmeralda,Fanny,Kadita,Melissa,Zhask
229900654621066616,2,Aamon,Chou,Franco,Lylia,Wanwan,Badang,Balmond,Brody,Julian,Khufra
672599636947598177,2,Brody,Grock,Hanzo,Khufra,Pharsa,Helcurt,Johnson,Kadita,Sun,Wanwan
672520399095953129,2,Fredrinn,Grock,Khufra,Pharsa,Wanwan,Brody,Esmeralda,Hanzo,Kaja,Valentina
694524843698335983,2,Atlas,Beatrix,Chou,Faramis,Yi Sun-shin,Franco,Ling,Minsitthar,Popol and Kupa,Xavier
694277058445093595,2,Atlas,Brody,Faramis,Hilda,Ling,Edith,Franco,Karina,Wanwan,Xavier
694020288120268159,2,Akai,Freya,Martis,Moskov,Pharsa,Chou,Franco,Ling,Popol and Kupa,Xavier
693747201214685319,2,Beatrix,Estes,Lapu-Lapu,Ling,Pharsa,Franco,Hayabusa,Minsitthar,Popol and Kupa,Valentina
261801017406036478,2,Alice,Chou,Faramis,Lesley,Yu Zhong,Aamon,Franco,Minsitthar,Wanwan,Xavier
261214045700527148,2,Aamon,Martis,Selena,Wanwan,Xavier,Chou,Gusion,Lunox,Melissa,Silvanna
578774414214197281,2,Hayabusa,Kaja,Lapu-Lapu,Melissa,Pharsa,Alice,Claude,Dyrroth,Kadita,Yi Sun-shin
254218780925913578,2,Gloo,Hanabi,Selena,Xavier,Yi Sun-shin,Kaja,Luo Yi,Wanwan,Yin,Yu Zhong
639234939422898909,2,Akai,Lancelot,Moskov,Pharsa,Selena,Fanny,Floryn,Paquito,Popol and Kupa,Valentina
